dataset,#trainingRelease,%training,%defectiveInTraining,%defectiveInTesting,classifier,balancing,featureSelection,TP,FP,TN,FN,precision,recall,ROC_Area,kappa
Avro,1,1.1605647392570972,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,randomForest,noSampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,randomForest,noSampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.5,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,randomForest,noSampling,noFeatureSel,1.0,2.0,266.0,0.0,0.9975216852540272,0.9925650557620818,1.0,0.4971962616822417
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,randomForest,noSampling,noFeatureSel,1.0,0.0,277.0,1.0,0.9964286635207963,0.996415770609319,0.9882671480144405,0.6650660264105596
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,randomForest,noSampling,noFeatureSel,2.0,0.0,289.0,0.0,1.0,1.0,1.0,1.0
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,randomForest,noSampling,noFeatureSel,0.0,0.0,289.0,2.0,NaN,0.993127147766323,1.0,0.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,randomForest,noSampling,noFeatureSel,2.0,0.0,312.0,0.0,1.0,1.0,1.0,1.0
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,randomForest,noSampling,noFeatureSel,1.0,1.0,312.0,0.0,0.9984076433121019,0.9968152866242038,0.9968051118210862,0.6652452025586342
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,randomForest,noSampling,noFeatureSel,1.0,1.0,313.0,0.0,0.9984126984126984,0.9968253968253968,1.0,0.6652497343251865
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,randomForest,noSampling,noFeatureSel,1.0,0.0,318.0,0.0,1.0,1.0,1.0,1.0
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,randomForest,noSampling,noFeatureSel,1.0,0.0,371.0,1.0,0.9973262417481046,0.9973190348525469,0.6738544474393531,0.6654708520179381
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,randomForest,noSampling,noFeatureSel,1.0,0.0,374.0,1.0,0.9973475177304963,0.9973404255319149,0.9986631016042781,0.6654804270462703
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,randomForest,noSampling,noFeatureSel,1.0,0.0,420.0,1.0,0.9976359604192231,0.9976303317535545,0.9988095238095237,0.6656101426307499
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,randomForest,noSampling,noFeatureSel,1.0,0.0,427.0,1.0,0.9976744439361261,0.9976689976689976,0.9988290398126464,0.6656274356975789
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,randomForest,noSampling,noFeatureSel,1.0,0.0,460.0,2.0,0.9956990453750713,0.9956803455723542,0.9855072463768116,0.4983748645720469
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,randomForest,noSampling,noFeatureSel,1.0,0.0,488.0,2.0,0.99594330603932,0.9959266802443992,1.0,0.49846782431052716
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,randomForest,noSampling,noFeatureSel,2.0,0.0,513.0,7.0,0.9867705570291777,0.9865900383141762,0.5806800952999783,0.3596214511041009
Avro,1,1.1605647392570972,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,naiveBayes,noSampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,naiveBayes,noSampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.6514575411913816,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,naiveBayes,noSampling,noFeatureSel,0.0,0.0,268.0,1.0,NaN,0.9962825278810409,0.996268656716418,0.0
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,naiveBayes,noSampling,noFeatureSel,0.0,0.0,277.0,2.0,NaN,0.992831541218638,0.990072202166065,0.0
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,naiveBayes,noSampling,noFeatureSel,0.0,0.0,289.0,2.0,NaN,0.993127147766323,1.0,0.0
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,naiveBayes,noSampling,noFeatureSel,0.0,0.0,289.0,2.0,NaN,0.993127147766323,1.0,0.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,naiveBayes,noSampling,noFeatureSel,0.0,0.0,312.0,2.0,NaN,0.9936305732484076,1.0,0.0
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,naiveBayes,noSampling,noFeatureSel,0.0,0.0,313.0,1.0,NaN,0.9968152866242038,1.0,0.0
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,naiveBayes,noSampling,noFeatureSel,0.0,0.0,314.0,1.0,NaN,0.9968253968253968,1.0,0.0
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,naiveBayes,noSampling,noFeatureSel,0.0,4.0,314.0,1.0,0.9937005523212421,0.9843260188087775,0.9716981132075472,-0.005040957781979173
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,naiveBayes,noSampling,noFeatureSel,1.0,0.0,371.0,1.0,0.9973262417481046,0.9973190348525469,0.8551212938005391,0.6654708520179381
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,naiveBayes,noSampling,noFeatureSel,0.0,0.0,374.0,2.0,NaN,0.9946808510638298,0.8475935828877005,0.0
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,naiveBayes,noSampling,noFeatureSel,0.0,0.0,420.0,2.0,NaN,0.995260663507109,0.9404761904761906,0.0
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,naiveBayes,noSampling,noFeatureSel,0.0,0.0,427.0,2.0,NaN,0.9953379953379954,0.9859484777517564,0.0
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,naiveBayes,noSampling,noFeatureSel,0.0,0.0,460.0,3.0,NaN,0.9935205183585313,0.9630434782608696,0.0
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,naiveBayes,noSampling,noFeatureSel,1.0,29.0,459.0,2.0,0.9897817990642851,0.9368635437881874,0.869535519125683,0.0500530487424327
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,naiveBayes,noSampling,noFeatureSel,1.0,31.0,482.0,8.0,0.9672523750879662,0.9252873563218391,0.6158798443533269,0.02247191011236063
Avro,1,1.1605647392570972,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,ibk,noSampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,ibk,noSampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.3485424588086185,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,ibk,noSampling,noFeatureSel,1.0,2.0,266.0,0.0,0.9975216852540272,0.9925650557620818,0.996268656716418,0.4971962616822417
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,ibk,noSampling,noFeatureSel,1.0,0.0,277.0,1.0,0.9964286635207963,0.996415770609319,0.9882671480144405,0.6650660264105596
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,ibk,noSampling,noFeatureSel,2.0,0.0,289.0,0.0,1.0,1.0,1.0,1.0
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,ibk,noSampling,noFeatureSel,0.0,0.0,289.0,2.0,NaN,0.993127147766323,0.029411764705882353,0.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,ibk,noSampling,noFeatureSel,2.0,0.0,312.0,0.0,1.0,1.0,1.0,1.0
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,ibk,noSampling,noFeatureSel,1.0,1.0,312.0,0.0,0.9984076433121019,0.9968152866242038,0.9984025559105432,0.6652452025586342
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,ibk,noSampling,noFeatureSel,1.0,1.0,313.0,0.0,0.9984126984126984,0.9968253968253968,1.0,0.6652497343251865
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,ibk,noSampling,noFeatureSel,1.0,0.0,318.0,0.0,1.0,1.0,1.0,1.0
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,ibk,noSampling,noFeatureSel,1.0,0.0,371.0,1.0,0.9973262417481046,0.9973190348525469,0.8463611859838275,0.6654708520179381
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,ibk,noSampling,noFeatureSel,1.0,0.0,374.0,1.0,0.9973475177304963,0.9973404255319149,0.9986631016042781,0.6654804270462703
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,ibk,noSampling,noFeatureSel,1.0,0.0,420.0,1.0,0.9976359604192231,0.9976303317535545,0.9988095238095237,0.6656101426307499
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,ibk,noSampling,noFeatureSel,1.0,0.0,427.0,1.0,0.9976744439361261,0.9976689976689976,0.9988290398126464,0.6656274356975789
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,ibk,noSampling,noFeatureSel,1.0,0.0,460.0,2.0,0.9956990453750713,0.9956803455723542,0.9855072463768116,0.4983748645720469
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,ibk,noSampling,noFeatureSel,1.0,0.0,488.0,2.0,0.99594330603932,0.9959266802443992,0.9665300546448088,0.49846782431052716
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,ibk,noSampling,noFeatureSel,1.0,0.0,513.0,8.0,0.984909656496128,0.9846743295019157,0.6124106562703054,0.19723183391003205
Avro,1,1.1605647392570972,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,randomForest,oversampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,randomForest,oversampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.5,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,randomForest,oversampling,noFeatureSel,0.0,16.0,252.0,1.0,0.9923446522767682,0.9368029739776952,0.9328358208955224,-0.007046905967848238
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,randomForest,oversampling,noFeatureSel,2.0,12.0,265.0,0.0,0.9938556067588326,0.956989247311828,0.9837545126353792,0.24047186932849446
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,randomForest,oversampling,noFeatureSel,2.0,2.0,287.0,0.0,0.9965635738831615,0.993127147766323,0.9965397923875433,0.6635838150289024
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,randomForest,oversampling,noFeatureSel,0.0,0.0,289.0,2.0,NaN,0.993127147766323,1.0,0.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,randomForest,oversampling,noFeatureSel,2.0,22.0,290.0,0.0,0.9941613588110404,0.9299363057324841,1.0,0.14377788795240498
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,randomForest,oversampling,noFeatureSel,1.0,1.0,312.0,0.0,0.9984076433121019,0.9968152866242038,0.9984025559105432,0.6652452025586342
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,randomForest,oversampling,noFeatureSel,1.0,5.0,309.0,0.0,0.9973544973544974,0.9841269841269841,1.0,0.28180574555403193
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,randomForest,oversampling,noFeatureSel,1.0,5.0,313.0,0.0,0.997387669801463,0.9843260188087775,1.0,0.28185502026114645
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,randomForest,oversampling,noFeatureSel,1.0,12.0,359.0,1.0,0.9922876423546664,0.9651474530831099,0.7169811320754716,0.12520295868663034
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,randomForest,oversampling,noFeatureSel,2.0,6.0,368.0,0.0,0.9960106382978723,0.9840425531914894,1.0,0.3948497854077243
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,randomForest,oversampling,noFeatureSel,2.0,10.0,410.0,0.0,0.9960505529225908,0.976303317535545,1.0,0.27986348122866755
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,randomForest,oversampling,noFeatureSel,1.0,12.0,415.0,1.0,0.9933039716693562,0.9696969696969697,0.9601873536299765,0.12627291242362704
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,randomForest,oversampling,noFeatureSel,3.0,43.0,417.0,0.0,0.9939430932481924,0.9071274298056156,0.9992753623188406,0.11164160456918475
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,randomForest,oversampling,noFeatureSel,3.0,39.0,449.0,0.0,0.9943264474832703,0.9205702647657841,0.9815573770491802,0.12333470677104798
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,randomForest,oversampling,noFeatureSel,3.0,34.0,479.0,6.0,0.971998731756997,0.9233716475095786,0.6293047433398311,0.10562837316885161
Avro,1,1.1605647392570972,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,19.0,49.0,0.0,1.0,0.7205882352941176,NaN,0.0
Avro,2,1.9741564989089966,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,naiveBayes,oversampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,naiveBayes,oversampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.49846852555978033,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,naiveBayes,oversampling,noFeatureSel,1.0,30.0,238.0,0.0,0.9964024463364913,0.8884758364312267,0.9813432835820896,0.05569857243154657
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,naiveBayes,oversampling,noFeatureSel,1.0,267.0,10.0,1.0,0.9026008763611074,0.03942652329749104,0.5108303249097473,-0.0069218131379784045
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,naiveBayes,oversampling,noFeatureSel,1.0,220.0,69.0,1.0,0.9789707159628324,0.24054982817869416,0.5380622837370241,-0.004718086519083263
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,naiveBayes,oversampling,noFeatureSel,2.0,17.0,272.0,0.0,0.9938506058961838,0.9415807560137457,1.0,0.18028169014084458
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,naiveBayes,oversampling,noFeatureSel,2.0,279.0,33.0,0.0,0.9936759072466397,0.11146496815286625,0.9583333333333334,0.0015044792450249617
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,naiveBayes,oversampling,noFeatureSel,1.0,312.0,1.0,0.0,0.9968254614273214,0.006369426751592357,1.0,2.0414412575278474E-5
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,naiveBayes,oversampling,noFeatureSel,1.0,311.0,3.0,0.0,0.9968355718355719,0.012698412698412698,1.0,6.12426126098546E-5
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,naiveBayes,oversampling,noFeatureSel,1.0,314.0,4.0,0.0,0.9968751554958452,0.01567398119122257,1.0,7.98610417872888E-5
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,naiveBayes,oversampling,noFeatureSel,2.0,326.0,45.0,0.0,0.994670764402014,0.1260053619302949,0.7466307277628033,0.0014780994925191816
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,naiveBayes,oversampling,noFeatureSel,2.0,328.0,46.0,0.0,0.9947130883301096,0.1276595744680851,0.9973262032085561,0.0014897337910486205
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,naiveBayes,oversampling,noFeatureSel,2.0,375.0,45.0,0.0,0.9952858058757715,0.11137440758293839,0.9988095238095237,0.0011361484567316794
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,naiveBayes,oversampling,noFeatureSel,2.0,424.0,3.0,0.0,0.9953598826838262,0.011655011655011656,1.0,6.596741209842487E-5
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,naiveBayes,oversampling,noFeatureSel,3.0,445.0,15.0,0.0,0.9935639077445233,0.038876889848812095,0.9956521739130434,4.3662825955124247E-4
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,naiveBayes,oversampling,noFeatureSel,3.0,450.0,38.0,0.0,0.9939304838078796,0.0835030549898167,0.8183060109289617,0.0010308439356536284
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,naiveBayes,oversampling,noFeatureSel,9.0,491.0,22.0,0.0,0.9830689655172414,0.05938697318007663,0.598332250379034,0.0015426688170535022
Avro,1,1.1605647392570972,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,ibk,oversampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.59801436417406,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,ibk,oversampling,noFeatureSel,1.0,6.0,262.0,0.0,0.9968135953266065,0.9776951672862454,1.0,0.24508886810103048
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,ibk,oversampling,noFeatureSel,1.0,2.0,275.0,1.0,0.991623811750039,0.989247311827957,0.6922382671480144,0.3947939262472909
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,ibk,oversampling,noFeatureSel,2.0,2.0,287.0,0.0,0.9965635738831615,0.993127147766323,0.9948096885813149,0.6635838150289024
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,ibk,oversampling,noFeatureSel,2.0,0.0,289.0,0.0,1.0,1.0,1.0,1.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,ibk,oversampling,noFeatureSel,2.0,9.0,303.0,0.0,0.9947886508396063,0.9713375796178344,0.9967948717948717,0.30014858841010494
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,ibk,oversampling,noFeatureSel,1.0,1.0,312.0,0.0,0.9984076433121019,0.9968152866242038,0.9968051118210862,0.6652452025586342
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,ibk,oversampling,noFeatureSel,1.0,3.0,311.0,0.0,0.9976190476190476,0.9904761904761905,1.0,0.39693682195277713
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,ibk,oversampling,noFeatureSel,1.0,0.0,318.0,0.0,1.0,1.0,1.0,1.0
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,ibk,oversampling,noFeatureSel,1.0,2.0,369.0,1.0,0.9937371688041929,0.9919571045576407,0.6543126684636119,0.3961144090663766
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,ibk,oversampling,noFeatureSel,2.0,0.0,374.0,0.0,1.0,1.0,1.0,1.0
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,ibk,oversampling,noFeatureSel,2.0,3.0,417.0,0.0,0.9971563981042655,0.9928909952606635,1.0,0.5685071574642113
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,ibk,oversampling,noFeatureSel,2.0,0.0,427.0,0.0,1.0,1.0,1.0,1.0
